,state,const_id,const_name,candidate,party,votes
2992,Madhya Pradesh,198,Madhya Pradesh - KUKSHI,VIRENDRA SINGH BAGHEL,Bharatiya Janata Party,45461
2993,Madhya Pradesh,198,Madhya Pradesh - KUKSHI,SMT. SAMOTI BONDAR SINGH MUZALDA,Aam Aadmi Party,4140
2994,Madhya Pradesh,198,Madhya Pradesh - KUKSHI,AJAY RAWAT,Bahujan Samaj Party,2634
2995,Madhya Pradesh,198,Madhya Pradesh - KUKSHI,SUNIL AJRAWAT,Bahujan Mukti Party,1517
2996,Madhya Pradesh,198,Madhya Pradesh - KUKSHI,None of the Above,None of the Above,3016
2997,Madhya Pradesh,146,Madhya Pradesh - KURWAI (SC),HARI SINGH SAPRE,Bharatiya Janata Party,80264
2998,Madhya Pradesh,146,Madhya Pradesh - KURWAI (SC),SUBHASH BOHAT ADVOCATE,Indian National Congress,63569
2999,Madhya Pradesh,146,Madhya Pradesh - KURWAI (SC),AD. EMRAT LAL AHIRWAR,Bahujan Samaj Party,5212
3000,Madhya Pradesh,146,Madhya Pradesh - KURWAI (SC),KHILAN SINGH JATAV,Sapaks Party,1309
3001,Madhya Pradesh,146,Madhya Pradesh - KURWAI (SC),RAMCHARAN AHIRWAR,Aam Aadmi Party,1044
3002,Madhya Pradesh,146,Madhya Pradesh - KURWAI (SC),UMAKAR,Independent,666
3003,Madhya Pradesh,146,Madhya Pradesh - KURWAI (SC),BABU LAL PANTHI,Vishva SHakti Party,395
3004,Madhya Pradesh,146,Madhya Pradesh - KURWAI (SC),MANSINGH AHIRWAR,Bahujan Sangharshh Dal,395
3005,Madhya Pradesh,146,Madhya Pradesh - KURWAI (SC),None of the Above,None of the Above,1308
3006,Madhya Pradesh,11,Madhya Pradesh - LAHAR,DR. GOVIND SINGH,Indian National Congress,62113
3007,Madhya Pradesh,11,Madhya Pradesh - LAHAR,RASAL SINGH,Bharatiya Janata Party,53040
3008,Madhya Pradesh,11,Madhya Pradesh - LAHAR,AMBRISH SHARMA GUDDU,Bahujan Samaj Party,31367
3009,Madhya Pradesh,11,Madhya Pradesh - LAHAR,RAMKUMAR,Independent,1565
3010,Madhya Pradesh,11,Madhya Pradesh - LAHAR,DHANEERAM,Jan Adhikar Party,761
3011,Madhya Pradesh,11,Madhya Pradesh - LAHAR,RAMKUMAR,Independent,740
3012,Madhya Pradesh,11,Madhya Pradesh - LAHAR,MOHAMMAD VASEER KHAN,Independent,639
3013,Madhya Pradesh,11,Madhya Pradesh - LAHAR,LAL SINGH KUSHWAH,Bahujan Sangharshh Dal,497
3014,Madhya Pradesh,11,Madhya Pradesh - LAHAR,MAHIPAL,Independent,450
3015,Madhya Pradesh,11,Madhya Pradesh - LAHAR,RAMPRATAP,Independent,398
3016,Madhya Pradesh,11,Madhya Pradesh - LAHAR,AVNISH,Independent,398
3017,Madhya Pradesh,11,Madhya Pradesh - LAHAR,SHAILENDRASINGH,Independent,393
3018,Madhya Pradesh,11,Madhya Pradesh - LAHAR,SHIVNATH SINGH RATHOUD,Independent,390
3019,Madhya Pradesh,11,Madhya Pradesh - LAHAR,YOGENDRA SINGH KUSHWAH (MEHDAVA),Aam Aadmi Party,332
3020,Madhya Pradesh,11,Madhya Pradesh - LAHAR,PRABAL KUMAR,Independent,216
3021,Madhya Pradesh,11,Madhya Pradesh - LAHAR,ONKAR SINGH,Independent,212
3022,Madhya Pradesh,11,Madhya Pradesh - LAHAR,GANESH RATHAUR,Independent,194
3023,Madhya Pradesh,11,Madhya Pradesh - LAHAR,CHANDRASHEKHAR,Independent,188
3024,Madhya Pradesh,11,Madhya Pradesh - LAHAR,SANJAY SINGH URF RAJAJI,Independent,187
3025,Madhya Pradesh,11,Madhya Pradesh - LAHAR,KEDAR SINGH RAJAWAT,Independent,151
3026,Madhya Pradesh,11,Madhya Pradesh - LAHAR,SUBHASH AGNIHOTRI,Independent,145
3027,Madhya Pradesh,11,Madhya Pradesh - LAHAR,HARI SINGH,Independent,124
3028,Madhya Pradesh,11,Madhya Pradesh - LAHAR,None of the Above,None of the Above,345
3029,Madhya Pradesh,117,Madhya Pradesh - LAKHANADON,"YOGENDRA SINGH ""BABA""",Indian National Congress,82951
3030,Madhya Pradesh,117,Madhya Pradesh - LAKHANADON,VIJAY KUMAR UIKEY,Bharatiya Janata Party,70675
3031,Madhya Pradesh,117,Madhya Pradesh - LAKHANADON,INDER SINGH UIKEY,Gondvana Gantantra Party,40022
3032,Madhya Pradesh,117,Madhya Pradesh - LAKHANADON,SANTRAM KANHAIRIYA,Aam Aadmi Party,3331
3033,Madhya Pradesh,117,Madhya Pradesh - LAKHANADON,SHOBHARAM BHALAVI,Ambedkarite Party of India,3294
3034,Madhya Pradesh,117,Madhya Pradesh - LAKHANADON,KAMLESH JALSO UIKEY,Bahujan Samaj Party,2843
3035,Madhya Pradesh,117,Madhya Pradesh - LAKHANADON,RAVINDRA SINGH UIKEY,Bharatiya Sampuran Krantikari Party,1685
3036,Madhya Pradesh,117,Madhya Pradesh - LAKHANADON,JABAB SINGH UIKEY,Bahujan Mukti Party,1497
3037,Madhya Pradesh,117,Madhya Pradesh - LAKHANADON,None of the Above,None of the Above,3917
3038,Madhya Pradesh,109,Madhya Pradesh - LANJI,HINA LIKHIRAM KAWRE,Indian National Congress,90382
3039,Madhya Pradesh,109,Madhya Pradesh - LANJI,RAMESH DEELIP BHATERE,Bharatiya Janata Party,71686
3040,Madhya Pradesh,109,Madhya Pradesh - LANJI,MIRA NANAJI SAMRITE,Bahujan Samaj Party,5608
3041,Madhya Pradesh,109,Madhya Pradesh - LANJI,ANARAM DHOK,Gondvana Gantantra Party,4671
3042,Madhya Pradesh,109,Madhya Pradesh - LANJI,VIJAY BISEN (MANISH),Independent,2668
3043,Madhya Pradesh,109,Madhya Pradesh - LANJI,KAMALPRASAD MANDALWAR,Independent,2585
3044,Madhya Pradesh,109,Madhya Pradesh - LANJI,CHUNNELAL SUDHARAM HARADE,Independent,2530
3045,Madhya Pradesh,109,Madhya Pradesh - LANJI,NARENDRA JAMRE,Peoples Party of India (Democratic),2198
3046,Madhya Pradesh,109,Madhya Pradesh - LANJI,GAUTAM BHIMTE,Independent,1122
3047,Madhya Pradesh,109,Madhya Pradesh - LANJI,HEERALAL PANCHE,Aam Aadmi Party,910
3048,Madhya Pradesh,109,Madhya Pradesh - LANJI,AMRUTLAL AWASRE (AMIT AWASARE),Independent,557
3049,Madhya Pradesh,109,Madhya Pradesh - LANJI,RAJKUMAR NAGESHWAR,Bharatiya Republican Paksha,539
3050,Madhya Pradesh,109,Madhya Pradesh - LANJI,AJAY SARI SELLER,Independent,536
3051,Madhya Pradesh,109,Madhya Pradesh - LANJI,KARAN SINGH NAGPURE,Bahujan Mukti Party,464
3052,Madhya Pradesh,109,Madhya Pradesh - LANJI,None of the Above,None of the Above,1769
3053,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,NEERAJ VINOD DIXIT,Indian National Congress,52461
3054,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,MANAVENDRA SINGH,Bharatiya Janata Party,38456
3055,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,RAJESH MAHTON,Bahujan Samaj Party,27902
3056,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,MAHESH MATOUL,Rashtriya Samanta Dal,9505
3057,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,AHEER PREETAM BHUMMAN YADAV,Samajwadi Party,5440
3058,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,ENG. PANKAJ AHIRWAR,Independent,1771
3059,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,UMASHANKAR KUSHWAHA,Shiv Sena,1130
3060,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,TIWARI RAJA BHAIYA,Independent,887
3061,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,PUSHPANDRA AGRWAL,Independent,879
3062,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,GANAPAT SINGH,Independent,685
3063,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,RAKESH KUMAR SAHU,Sanjhi Virasat Party,628
3064,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,ANWARI KHATUN,Aam Aadmi Party,607
3065,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,GAURAV SHARMA LATORIYA,Sapaks Party,582
3066,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,ABDUL HAMID,Independent,542
3067,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,CHEDILAL,Independent,508
3068,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,PURASHOTAM NAYAK,Bundelkhand Kranti Dal,439
3069,Madhya Pradesh,48,Madhya Pradesh - MAHARAJPUR,None of the Above,None of the Above,1191
3070,Madhya Pradesh,183,Madhya Pradesh - MAHESHWAR,DR. VIJAYLAXMI SADHO,Indian National Congress,83087
3071,Madhya Pradesh,183,Madhya Pradesh - MAHESHWAR,MEV RAJKUMAR,Independent,47251
3072,Madhya Pradesh,183,Madhya Pradesh - MAHESHWAR,BHUPENDRA ARYA,Bharatiya Janata Party,32601
3073,Madhya Pradesh,183,Madhya Pradesh - MAHESHWAR,GAJENDRA AARYA,Sapaks Party,1153
3074,Madhya Pradesh,183,Madhya Pradesh - MAHESHWAR,RAJU PIPALDE,Bahujan Samaj Party,1017
3075,Madhya Pradesh,183,Madhya Pradesh - MAHESHWAR,BARJORSINGH,Aam Aadmi Party,979
3076,Madhya Pradesh,183,Madhya Pradesh - MAHESHWAR,ROSHAN DARIYAV VARMA,Independent,817
3077,Madhya Pradesh,183,Madhya Pradesh - MAHESHWAR,GOVIND KHEDE ADVOCATE,Independent,801
3078,Madhya Pradesh,183,Madhya Pradesh - MAHESHWAR,None of the Above,None of the Above,1689
3079,Madhya Pradesh,213,Madhya Pradesh - MAHIDPUR,BAHADURSINGH CHOUHAN,Bharatiya Janata Party,70499
3080,Madhya Pradesh,213,Madhya Pradesh - MAHIDPUR,DINESH JAIN BOSS,Independent,55279
3081,Madhya Pradesh,213,Madhya Pradesh - MAHIDPUR,SARDARSINGH CHOUHAN,Indian National Congress,22478
3082,Madhya Pradesh,213,Madhya Pradesh - MAHIDPUR,SHAKIR KHA,Independent,4238
3083,Madhya Pradesh,213,Madhya Pradesh - MAHIDPUR,RAMESHCHANDRA BAMANAWAT,Bahujan Samaj Party,1529
3084,Madhya Pradesh,213,Madhya Pradesh - MAHIDPUR,BABULAL THAWLIYA,Bahujan Sangharshh Dal,865
3085,Madhya Pradesh,213,Madhya Pradesh - MAHIDPUR,BHAGVATI PRASAD PUROHIT ADVOCATE,Aam Aadmi Party,660
3086,Madhya Pradesh,213,Madhya Pradesh - MAHIDPUR,None of the Above,None of the Above,2227
3087,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,NARAYAN TRIPATHI,Bharatiya Janata Party,54877
3088,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,SHRIKANT CHATURVEDI,Indian National Congress,51893
3089,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,MANISH PATEL,Gondvana Gantantra Party,33397
3090,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,NAGENDRA SINGH (LALLU PATEL),Bahujan Samaj Party,18418
3091,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,RAMNIWAS URMALIYA,Samajwadi Party,11202
3092,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,ER. PUSHPENDRA SINGH,Aam Aadmi Party,1795
3093,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,NOOR MOHAMMAD URF KALLU BHAI,Independent,1580
3094,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,SHIVAM PANDEY URF SHIBBU,Sampoorna Samaj Party,1424
3095,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,RAMNIVAS KUSHWAHA,Bhartiya Shakti Chetna Party,1335
3096,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,KAMTA PRASAD LODHI,Pichhara Samaj Party United,971
3097,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,VIPIN KUMAR PANDEY,Madhya Pradesh Jan Vikas Party,906
3098,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,RAJESH KUMAR GAUTAM,Shiv Sena,755
3099,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,VIJAY KUMAR BHATT,Sapaks Party,613
3100,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,GORELAL KOL,All India Forward Bloc,586
3101,Madhya Pradesh,65,Madhya Pradesh - MAIHAR,None of the Above,None of the Above,2166
3102,Madhya Pradesh,53,Madhya Pradesh - MALHARA,KUNWAR PRADYUMNA SINGH LODHI (MUNNA BHAIYA),Indian National Congress,67184
3103,Madhya Pradesh,53,Madhya Pradesh - MALHARA,LALITA YADAV,Bharatiya Janata Party,51405
3104,Madhya Pradesh,53,Madhya Pradesh - MALHARA,ENG. HARI KRISHNA,Bahujan Samaj Party,14922
3105,Madhya Pradesh,53,Madhya Pradesh - MALHARA,SUNIL KAPOOR CHANDRA GHUWARA,Independent,2685
3106,Madhya Pradesh,53,Madhya Pradesh - MALHARA,LAXMAN SINGH THAKUR,Independent,2187
3107,Madhya Pradesh,53,Madhya Pradesh - MALHARA,RAJA RAM VISHVAKARMA SENDAPA,Communist Party of India,1902
3108,Madhya Pradesh,53,Madhya Pradesh - MALHARA,JAGDISH SINGH KISAN NETA,Aam Aadmi Party,1308
3109,Madhya Pradesh,53,Madhya Pradesh - MALHARA,MANOJ KUMAR,Independent,995
3110,Madhya Pradesh,53,Madhya Pradesh - MALHARA,KRISHNA RAJPUT,Pichhara Samaj Party United,937
3111,Madhya Pradesh,53,Madhya Pradesh - MALHARA,DHARMENDRA KUMAR SAHU,Independent,838
3112,Madhya Pradesh,53,Madhya Pradesh - MALHARA,RAHUL KUMAR RAI,Independent,665
3113,Madhya Pradesh,53,Madhya Pradesh - MALHARA,MAHESH SONI,Bhartiya Shakti Chetna Party,631
3114,Madhya Pradesh,53,Madhya Pradesh - MALHARA,TILAK SINGH LODHI,Independent,443
3115,Madhya Pradesh,53,Madhya Pradesh - MALHARA,ACHARYA JINENDRA SINGHAI,Independent,413
3116,Madhya Pradesh,53,Madhya Pradesh - MALHARA,ENGR. SANJEEV KUMAR,Bundelkhand Mukti Morcha,412
3117,Madhya Pradesh,53,Madhya Pradesh - MALHARA,UTTAM LAL,Independent,384
3118,Madhya Pradesh,53,Madhya Pradesh - MALHARA,SANDHYA RAJA,Independent,256
3119,Madhya Pradesh,53,Madhya Pradesh - MALHARA,AHIRWAR RAJU,Independent,252
3120,Madhya Pradesh,53,Madhya Pradesh - MALHARA,None of the Above,None of the Above,963
3121,Madhya Pradesh,225,Madhya Pradesh - MALHARGARH,JAGDISH DEWDA,Bharatiya Janata Party,99839
3122,Madhya Pradesh,225,Madhya Pradesh - MALHARGARH,PARSHURAM SISODIYA,Indian National Congress,87967
3123,Madhya Pradesh,225,Madhya Pradesh - MALHARGARH,KESHAR BAI SUNARTHI,Bahujan Samaj Party,1379
3124,Madhya Pradesh,225,Madhya Pradesh - MALHARGARH,JITENDRA MEGHWAL,Bahujan Sangharshh Dal,1283
3125,Madhya Pradesh,225,Madhya Pradesh - MALHARGARH,LALCHAND MEGHWAL,Independent,1121
3126,Madhya Pradesh,225,Madhya Pradesh - MALHARGARH,SUKHALAL MALVIYA PALDI,Independent,1083
3127,Madhya Pradesh,225,Madhya Pradesh - MALHARGARH,PIRULAL BHATI,Independent,397
3128,Madhya Pradesh,225,Madhya Pradesh - MALHARGARH,TULSIRAM MEGHWAL,Aam Aadmi Party,368
3129,Madhya Pradesh,225,Madhya Pradesh - MALHARGARH,MOHANNATH RATHORE,Shiv Sena,367
3130,Madhya Pradesh,225,Madhya Pradesh - MALHARGARH,None of the Above,None of the Above,1848
3131,Madhya Pradesh,228,Madhya Pradesh - MANASA,ANIRUDHA (MADHAV) MAROO,Bharatiya Janata Party,87004
3132,Madhya Pradesh,228,Madhya Pradesh - MANASA,UMRAO SINGH SHIVLAL,Indian National Congress,61050
3133,Madhya Pradesh,228,Madhya Pradesh - MANASA,KARULAL BANJARA,Bahujan Samaj Party,1698
3134,Madhya Pradesh,228,Madhya Pradesh - MANASA,SAMRATH MEGHWAL,Bahujan Sangharshh Dal,937
3135,Madhya Pradesh,228,Madhya Pradesh - MANASA,RAJENDER KAUR,Aam Aadmi Party,419
3136,Madhya Pradesh,228,Madhya Pradesh - MANASA,KAMLESH VISHWKRMA,Shiv Sena,392
3137,Madhya Pradesh,228,Madhya Pradesh - MANASA,None of the Above,None of the Above,2117
3138,Madhya Pradesh,199,Madhya Pradesh - MANAWAR,DR. HIRALAL ALAWA,Indian National Congress,101500
3139,Madhya Pradesh,199,Madhya Pradesh - MANAWAR,RANJNA BAGHEL,Bharatiya Janata Party,61999
3140,Madhya Pradesh,199,Madhya Pradesh - MANAWAR,JAGADISH MUWEL,Shiv Sena,4619
3141,Madhya Pradesh,199,Madhya Pradesh - MANAWAR,AMICHAND MUWEL,Bahujan Samaj Party,1916
3142,Madhya Pradesh,199,Madhya Pradesh - MANAWAR,RAMKUNWAR RAWAT,Aam Aadmi Party,1394
3143,Madhya Pradesh,199,Madhya Pradesh - MANAWAR,None of the Above,None of the Above,2278
3144,Madhya Pradesh,175,Madhya Pradesh - MANDHATA,NARAYAN PATEL,Indian National Congress,71228
3145,Madhya Pradesh,175,Madhya Pradesh - MANDHATA,KU.NARENDRA SINGH TOMAR,Bharatiya Janata Party,69992
3146,Madhya Pradesh,175,Madhya Pradesh - MANDHATA,BLIRAM DEVRA,Gondvana Gantantra Party,3305
3147,Madhya Pradesh,175,Madhya Pradesh - MANDHATA,DR.BHAKTPRAHLAD MISHRA,Aam Aadmi Party,1891
3148,Madhya Pradesh,175,Madhya Pradesh - MANDHATA,ANIL GHANSHYAM,Bahujan Samaj Party,1794
3149,Madhya Pradesh,175,Madhya Pradesh - MANDHATA,PRANAY NAVAL KISHOR GUPTA,Independent,1046
3150,Madhya Pradesh,175,Madhya Pradesh - MANDHATA,None of the Above,None of the Above,1575
3151,Madhya Pradesh,107,Madhya Pradesh - MANDLA,DEOSINGH SAIYAM,Bharatiya Janata Party,88873
3152,Madhya Pradesh,107,Madhya Pradesh - MANDLA,PROF. SANJEEV CHHOTELAL UIKEY,Indian National Congress,76668
3153,Madhya Pradesh,107,Madhya Pradesh - MANDLA,KISHAN LAL UIKEY,Gondvana Gantantra Party,16746
3154,Madhya Pradesh,107,Madhya Pradesh - MANDLA,MANOJ GONTIYA,Sapaks Party,2580
3155,Madhya Pradesh,107,Madhya Pradesh - MANDLA,PREMLAL WORKADE (RET. S.D.M.),Aam Aadmi Party,2465
3156,Madhya Pradesh,107,Madhya Pradesh - MANDLA,LAXMAN(LACHHI RAM) UIKEY,Bahujan Samaj Party,2217
3157,Madhya Pradesh,107,Madhya Pradesh - MANDLA,None of the Above,None of the Above,3642
3158,Madhya Pradesh,224,Madhya Pradesh - MANDSOUR,YASHPAL SINGH SISODIYA,Bharatiya Janata Party,102626
3159,Madhya Pradesh,224,Madhya Pradesh - MANDSOUR,NARENDRA NAHATA,Indian National Congress,84256
3160,Madhya Pradesh,224,Madhya Pradesh - MANDSOUR,SUNIL BANSAL,Sapaks Party,2543
3161,Madhya Pradesh,224,Madhya Pradesh - MANDSOUR,ISHWAR MAKWANA (ADVOCATE),Bahujan Samaj Party,1160
3162,Madhya Pradesh,224,Madhya Pradesh - MANDSOUR,CHEN SINGH NANDWEL,Aam Aadmi Party,957
3163,Madhya Pradesh,224,Madhya Pradesh - MANDSOUR,ABDUL HABIB,Independent,726
3164,Madhya Pradesh,224,Madhya Pradesh - MANDSOUR,SURESH PANDIT,Independent,698
3165,Madhya Pradesh,224,Madhya Pradesh - MANDSOUR,ANIL SONI,Independent,634
3166,Madhya Pradesh,224,Madhya Pradesh - MANDSOUR,None of the Above,None of the Above,1815
3167,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,PANCHU LAL PRAJAPATI,Bharatiya Janata Party,64488
3168,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,BABITA SAKET,Indian National Congress,45958
3169,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,DR. SHEELA TYAGI,Bahujan Samaj Party,11969
3170,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,MAHENDRA DAHIYA,Independent,1373
3171,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,MANINDRA SAKET,Jan Samman party,1315
3172,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,BABULAL SAKET,Independent,823
3173,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,JULPHI LAL SAKET,Independent,739
3174,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,KAMLESH PASWAN,Sapaks Party,646
3175,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,DWARIKA PRASAD SAKET,Apna Dal (Soneylal),588
3176,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,SIYASHARAN KORI,Peoples Party of India (Democratic),499
3177,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,MAHARATHI PRASAD SAKET,Aam Aadmi Party,490
3178,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,DAYANAND SAKET,Independent,441
3179,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,TEERATH PRASAD-T. P. SAKET,Bahujan Mukti Party,369
3180,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,NAGENDRA PRASAD SAKET,Bahujan Sangharshh Dal,367
3181,Madhya Pradesh,73,Madhya Pradesh - MANGAWAN,None of the Above,None of the Above,2797
3182,Madhya Pradesh,90,Madhya Pradesh - MANPUR,MEENA SINGH,Bharatiya Janata Party,82287
3183,Madhya Pradesh,90,Madhya Pradesh - MANPUR,GYANVATI SINGH,Indian National Congress,63632
3184,Madhya Pradesh,90,Madhya Pradesh - MANPUR,REKHA KOL,Bahujan Samaj Party,9243
3185,Madhya Pradesh,90,Madhya Pradesh - MANPUR,DEVLAL SINGH TEKAM,Gondvana Gantantra Party,5291
3186,Madhya Pradesh,90,Madhya Pradesh - MANPUR,RAMPRASAD BAIGA,Independent,2523
3187,Madhya Pradesh,90,Madhya Pradesh - MANPUR,ANNU KOL,Sapaks Party,2277
3188,Madhya Pradesh,90,Madhya Pradesh - MANPUR,SHYAMLAL BAIGA,Independent,2158
3189,Madhya Pradesh,90,Madhya Pradesh - MANPUR,LAKSHYAPAT SINGH,Peoples Party of India (Democratic),1123
3190,Madhya Pradesh,90,Madhya Pradesh - MANPUR,RAM KARAN KOL- KARAN,Aam Aadmi Party,985
3191,Madhya Pradesh,90,Madhya Pradesh - MANPUR,MUNEESHWAR SINGH MARKO,Bhartiya Shakti Chetna Party,622
3192,Madhya Pradesh,90,Madhya Pradesh - MANPUR,None of the Above,None of the Above,5320
3193,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,PRADEEP PATEL,Bharatiya Janata Party,47753
3194,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,"SUKHENDRA SINGH ""BANNA""",Indian National Congress,36661
3195,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,MRIGENDRA SINGH,Bahujan Samaj Party,28413
3196,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,LAXMAN TIWARI,Independent,10372
3197,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,HEERAMANI DIPANKAR,Independent,2691
3198,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,HEERALAL YADAV RADHE-RADHE KAILASHPUR,Independent,1220
3199,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,VISHWANATH DWIVEDI,Independent,1099
3200,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,BHAIYALAL SINGH GOND,Gondvana Gantantra Party,980
3201,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,AMRIT LAL PATEL,Apna Dal (Soneylal),858
3202,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,RAMMANI SHUKLA (GARG-GADA),Sapaks Party,672
3203,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,BRAHMA DATTA MISHRA,Independent,666
3204,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,BANSHMANI PRASAD SHUKLA,Aam Aadmi Party,649
3205,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,SETH NANHAKURAM GUPTA,Independent,605
3206,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,MUKESH PRASAD MISHRA ADVOCATE,Shiv Sena,492
3207,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,ADVOCATE SUKHCHAIN PATEL,Samajwadi Party,465
3208,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,PUSHKAR KUSHWAHA,Jan Adhikar Party,353
3209,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,BADRI PRASAD VERMA,Peoples Party of India (Democratic),235
3210,Madhya Pradesh,71,Madhya Pradesh - MAUGANJ,None of the Above,None of the Above,776
3211,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,O.P.S. BHADORIA,Indian National Congress,61560
3212,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,RAKESH SHUKLA,Bharatiya Janata Party,35746
3213,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,RANJEET SINGH GURJAR,Bahujan Sangharshh Dal,28160
3214,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,DR.RAJKUMAR SINGH KUSHWAH,Rashtriya Lok Samta Party,15307
3215,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,KAUSHAL TIWARI,Bahujan Samaj Party,7597
3216,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,SURESH SINGH SIKARWAR,Samajwadi Party,6151
3217,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,O.P.S. NARWARIYA,Bahujan Mukti Party,1141
3218,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,BHUPENDRA KARANA(GURJAR),Aam Aadmi Party,1026
3219,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,ASHISH TIWARI,Independent,642
3220,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,SUNIL KUMAR SHARMA,Rashtriya Sanyukt Samaj Party,600
3221,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,AKHILESH SINGH NARWARIA,Independent,307
3222,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,RAJENDRA PRASHAD SHASTRI,Sapaks Party,301
3223,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,BENIRAM KUSHWAH,Independent,290
3224,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,SANTOSH TIWARI,Independent,280
3225,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,AMIT SINGH,Independent,272
3226,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,ABHILAKH SINGH,Independent,211
3227,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,RANKENDRA SINGH,Independent,201
3228,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,PAWAN SHARMA,Independent,198
3229,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,DINESH SHARMA (D.K.),Independent,197
3230,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,LATOORI SINGH KUSHWAH,Jan Adhikar Party,192
3231,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,UPENDRA,Independent,174
3232,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,ANIL KUMAR,Independent,154
3233,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,MUKAT SINGH NARWARIA DONIYAPURA,Independent,152
3234,Madhya Pradesh,12,Madhya Pradesh - MEHGAON,BRAHMAKISHOR,Independent,149
