,state,const_id,const_name,candidate,party,votes
7477,Telangana,2,Telangana - Chennur,VENKATESH NETHA BORLAKUNTA,Indian National Congress,43848
7478,Telangana,2,Telangana - Chennur,SOGALA SANJEEV,Republican Party of India (Khobragade),6274
7479,Telangana,2,Telangana - Chennur,ANDUGULA SRINIVAS,Bharatiya Janata Party,2026
7480,Telangana,2,Telangana - Chennur,DAMUKA SURESH BABU,Independent,1492
7481,Telangana,2,Telangana - Chennur,BOJJA RAMANA KUMARI,Pyramid Party of India,1335
7482,Telangana,2,Telangana - Chennur,SUJATHA SUREPALLY,Bahujan Samaj Party,1200
7483,Telangana,2,Telangana - Chennur,RAKESH REGUNTA,Nava Praja Rajyam Party,1035
7484,Telangana,2,Telangana - Chennur,BODA JANARDHAN,Bahujana Left Party,983
7485,Telangana,2,Telangana - Chennur,CHEEPELLI KIRAN,Independent,937
7486,Telangana,2,Telangana - Chennur,THUNGAPINDI RAMESH,Republican Party of India (A),830
7487,Telangana,2,Telangana - Chennur,BOJJA DASARATHAM,Independent,589
7488,Telangana,2,Telangana - Chennur,NEELAM SURENDER,Nationalist Congress Party,516
7489,Telangana,2,Telangana - Chennur,RAMAGIRI VIKRAM SINGH,New India Party,484
7490,Telangana,2,Telangana - Chennur,None of the Above,None of the Above,2135
7491,Telangana,53,Telangana - Chevella,KALE YADAIAH,Telangana Rashtra Samithi,99168
7492,Telangana,53,Telangana - Chevella,K.S RATNAM,Indian National Congress,65616
7493,Telangana,53,Telangana - Chevella,KANJARLA PRAKASH,Bharatiya Janata Party,5474
7494,Telangana,53,Telangana - Chevella,KARRE SUNEEL KUMAR,Bahujan Samaj Party,1706
7495,Telangana,53,Telangana - Chevella,RAVINDER MALA,Republican Party of India,1334
7496,Telangana,53,Telangana - Chevella,ATHELI NARSIMULU,Jai Swaraj Party,956
7497,Telangana,53,Telangana - Chevella,G. CHINA MANIKYAM,All India Samata Party,560
7498,Telangana,53,Telangana - Chevella,J BHEEMAIAH,Independent,492
7499,Telangana,53,Telangana - Chevella,UPPARI SRINIVAS,Bahujana Raajyam Party (Phule Ambedkar),422
7500,Telangana,53,Telangana - Chevella,None of the Above,None of the Above,1469
7501,Telangana,27,Telangana - Choppadandi,RAVI SHANKAR SUNKE,Telangana Rashtra Samithi,91090
7502,Telangana,27,Telangana - Choppadandi,MEDIPALLY SATHYAM,Indian National Congress,48963
7503,Telangana,27,Telangana - Choppadandi,BODIGA SHOBHA GALANNA,Bharatiya Janata Party,15835
7504,Telangana,27,Telangana - Choppadandi,DASARI VIDYASAGAR,Independent,2222
7505,Telangana,27,Telangana - Choppadandi,BODDU NARSAIAH,Independent,2215
7506,Telangana,27,Telangana - Choppadandi,BOLLAMPELLY AILAIAH,Independent,1860
7507,Telangana,27,Telangana - Choppadandi,MANDA RAVINDAR,Bahujan Samaj Party,1848
7508,Telangana,27,Telangana - Choppadandi,AKKENAPALLY YESURATNAM,Bahujana Raajyam Party (Phule Ambedkar),861
7509,Telangana,27,Telangana - Choppadandi,KANAKAM VAMSHI,Bahujana Left Party,551
7510,Telangana,27,Telangana - Choppadandi,CHILUKA LINGAIAH,Marxist Communist Party of India (United),506
7511,Telangana,27,Telangana - Choppadandi,UPPULETI LAXMAN,Independent,503
7512,Telangana,27,Telangana - Choppadandi,BOLLI KISHAN,Bahujana Rashtra Samithi,356
7513,Telangana,27,Telangana - Choppadandi,KANUKA RAMESH,Jai Swaraj Party,304
7514,Telangana,27,Telangana - Choppadandi,None of the Above,None of the Above,2220
7515,Telangana,86,Telangana - Devarakonda,RAMAVATH RAVINDRA KUMAR,Telangana Rashtra Samithi,96454
7516,Telangana,86,Telangana - Devarakonda,BALU NAIK NENAVATH,Indian National Congress,57606
7517,Telangana,86,Telangana - Devarakonda,BHEELYA NAIK KETHAVATH,Bahujan Samaj Party,19350
7518,Telangana,86,Telangana - Devarakonda,BHOJYA NAIK RAMAVATH,Prajaa Swaraaj Party,3247
7519,Telangana,86,Telangana - Devarakonda,GOPI @ KALYAN NAIK,Bharatiya Janata Party,3152
7520,Telangana,86,Telangana - Devarakonda,SREENU VADTHYA,Independent,1190
7521,Telangana,86,Telangana - Devarakonda,LAXMAN NAYAK RAMAVATH,Communist Party of India (Marxist),1084
7522,Telangana,86,Telangana - Devarakonda,KONREDDY POCHAIAH,Independent,798
7523,Telangana,86,Telangana - Devarakonda,KATRAVATH VENKATESH,Bahujan Mukti Party,542
7524,Telangana,86,Telangana - Devarakonda,PANDU RAMAVATH,Independent,466
7525,Telangana,86,Telangana - Devarakonda,None of the Above,None of the Above,1695
7526,Telangana,76,Telangana - Devarkadra,ALLA VENKATESWAR REDDY,Telangana Rashtra Samithi,96130
7527,Telangana,76,Telangana - Devarkadra,PAVAN KUMAR,Indian National Congress,60882
7528,Telangana,76,Telangana - Devarkadra,A.VENKATESHWAR REDDY,Samajwadi Forward Bloc,5937
7529,Telangana,76,Telangana - Devarkadra,AGGANI NARSIMULU,Bharatiya Janata Party,5174
7530,Telangana,76,Telangana - Devarkadra,RACHALA YUGANDER GOUD,Bahujan Samaj Party,914
7531,Telangana,76,Telangana - Devarkadra,V.SHIVA REDDY,Independent,553
7532,Telangana,76,Telangana - Devarkadra,VINODH KUMAR,Independent,501
7533,Telangana,76,Telangana - Devarkadra,DUPPALLY JAYA RAMULU,Bahujana Left Party,417
7534,Telangana,76,Telangana - Devarkadra,ADDULA ARUNA,Independent,368
7535,Telangana,76,Telangana - Devarkadra,S.KIRAN KUMAR,Independent,350
7536,Telangana,76,Telangana - Devarkadra,M.B.BALAKRISHNA,Independent,195
7537,Telangana,76,Telangana - Devarkadra,K.T. NARSIMHA REDDY,Independent,178
7538,Telangana,76,Telangana - Devarkadra,D.JANARDHAN,Independent,122
7539,Telangana,76,Telangana - Devarkadra,None of the Above,None of the Above,2689
7540,Telangana,22,Telangana - Dharmapuri,ESHWAR KOPPULA,Telangana Rashtra Samithi,70579
7541,Telangana,22,Telangana - Dharmapuri,ADLURI LAXMAN KUMAR,Indian National Congress,70138
7542,Telangana,22,Telangana - Dharmapuri,KUNTALA NARSAIAH,Independent,13114
7543,Telangana,22,Telangana - Dharmapuri,KANNAM ANJAIAH,Bharatiya Janata Party,5272
7544,Telangana,22,Telangana - Dharmapuri,BURADAGUNTA SANGHA MITHRA,Independent,1259
7545,Telangana,22,Telangana - Dharmapuri,THADAGONDA NAGARAJU,Bahujan Samaj Party,1063
7546,Telangana,22,Telangana - Dharmapuri,SATHPADI PRANAY KUMAR,Jai Swaraj Party,535
7547,Telangana,22,Telangana - Dharmapuri,MADDELA RAVINDAR,Bahujana Left Party,302
7548,Telangana,22,Telangana - Dharmapuri,MOTHE NARESH,New India Party,300
7549,Telangana,22,Telangana - Dharmapuri,SANDRUGU VIJAYA KUMAR,India Praja Bandhu Party,294
7550,Telangana,22,Telangana - Dharmapuri,DUDA MAHIPAL,Naya Bharat Party,291
7551,Telangana,22,Telangana - Dharmapuri,None of the Above,None of the Above,2600
7552,Telangana,101,Telangana - Dornakal,DHARAM SOTH REDYA NAIK,Telangana Rashtra Samithi,88307
7553,Telangana,101,Telangana - Dornakal,JATOTH RAM CHANDRU NAIK,Indian National Congress,70926
7554,Telangana,101,Telangana - Dornakal,BANOTH. RAVINDER,Independent,4117
7555,Telangana,101,Telangana - Dornakal,BHUKYA GOPI KRISHANA,Independent,2107
7556,Telangana,101,Telangana - Dornakal,ANGOTH. VENKANNA,Communist Party of India (Marxist),1361
7557,Telangana,101,Telangana - Dornakal,MALOTH SREENU NAIK,Bahujan Samaj Party,1245
7558,Telangana,101,Telangana - Dornakal,BANOTHU RAMDAS,Independent,1019
7559,Telangana,101,Telangana - Dornakal,AJMEERA RATHNA,Independent,925
7560,Telangana,101,Telangana - Dornakal,GUGULOTHU LAXMAN NAIK,Bharatiya Janata Party,862
7561,Telangana,101,Telangana - Dornakal,D.S. VENKANNA NAIK,Independent,685
7562,Telangana,101,Telangana - Dornakal,NEHRU NAIK MALOTHU,Independent,486
7563,Telangana,101,Telangana - Dornakal,None of the Above,None of the Above,2036
7564,Telangana,41,Telangana - Dubbak,SOLIPETA RAMALINGA REDDY,Telangana Rashtra Samithi,89299
7565,Telangana,41,Telangana - Dubbak,MADDULA NAGESHWAR REDDY,Indian National Congress,26799
7566,Telangana,41,Telangana - Dubbak,MADAVANENI RAGHUNANDAN RAO,Bharatiya Janata Party,22595
7567,Telangana,41,Telangana - Dubbak,POSANIPALLI MAHIPAL REDDY,Samajwadi Forward Bloc,12215
7568,Telangana,41,Telangana - Dubbak,PEDDALINGANNAGARI PRASAD,Independent,3822
7569,Telangana,41,Telangana - Dubbak,CHINDAM RAJKUMAR,Telangana Jana Samithi,2554
7570,Telangana,41,Telangana - Dubbak,KISHAN RAO.D.,Bahujan Samaj Party,964
7571,Telangana,41,Telangana - Dubbak,SHYAM SUNDHAR REDDY,Jai Maha Bharath Party,702
7572,Telangana,41,Telangana - Dubbak,GOUTI MALLESH,Jai Swaraj Party,644
7573,Telangana,41,Telangana - Dubbak,BONALA VIJAY KUMAR,Samajwadi Party,622
7574,Telangana,41,Telangana - Dubbak,MADDULA RAJANI REDDY,Independent,490
7575,Telangana,41,Telangana - Dubbak,GODDUBARLA BHASKAR,Communist Party of India (Marxist),475
7576,Telangana,41,Telangana - Dubbak,SUKURI ASHOK,Republican Party of India (A),469
7577,Telangana,41,Telangana - Dubbak,BHUJANGAM GONDHI,Independent,438
7578,Telangana,41,Telangana - Dubbak,JAKKULA NARSIMLU,Independent,418
7579,Telangana,41,Telangana - Dubbak,RANGANNAGARI KRISHNA REDDY,India Praja Bandhu Party,347
7580,Telangana,41,Telangana - Dubbak,ANJANEYULU GUNDABOINA,Independent,304
7581,Telangana,41,Telangana - Dubbak,MADHAVA REDDYGARI HANUMANTHA REDDY,Shiv Sena,244
7582,Telangana,41,Telangana - Dubbak,None of the Above,None of the Above,880
7583,Telangana,79,Telangana - Gadwal,BANDLA KRISHNA MOHAN REDDY,Telangana Rashtra Samithi,100415
7584,Telangana,79,Telangana - Gadwal,ARUNA D.K,Indian National Congress,72155
7585,Telangana,79,Telangana - Gadwal,M.D. ABDUL MOHEED KHAN,Samajwadi Forward Bloc,7189
7586,Telangana,79,Telangana - Gadwal,BOYA KRISHNA,Independent,2103
7587,Telangana,79,Telangana - Gadwal,G.VENKATADRI REDDY,Bharatiya Janata Party,1936
7588,Telangana,79,Telangana - Gadwal,VEERA PRASAD,Bahujan Samaj Party,1406
7589,Telangana,79,Telangana - Gadwal,GONGALLA RANJITH KUMAR,Bahujana Left Party,1275
7590,Telangana,79,Telangana - Gadwal,T.G.RAJU MUDHIRAJ,Independent,1101
7591,Telangana,79,Telangana - Gadwal,ABDULLAH,Nationalist Congress Party,694
7592,Telangana,79,Telangana - Gadwal,ATHIKUR RAHAMAN,Independent,620
7593,Telangana,79,Telangana - Gadwal,PEDDA KRISHNAIAH,Independent,398
7594,Telangana,79,Telangana - Gadwal,AKEPOGU RAJESH.A,Independent,226
7595,Telangana,79,Telangana - Gadwal,ARUN KUMAR,Independent,179
7596,Telangana,79,Telangana - Gadwal,BOYA SHANKAR NAIDU,Shiv Sena,176
7597,Telangana,79,Telangana - Gadwal,None of the Above,None of the Above,1319
7598,Telangana,42,Telangana - Gajwel,KALVAKUNTLA CHANDRASHEKAR RAO,Telangana Rashtra Samithi,125444
7599,Telangana,42,Telangana - Gajwel,VANTERU PRATAP REDDY,Indian National Congress,67154
7600,Telangana,42,Telangana - Gajwel,KANTE SAYANNA,Independent,3353
7601,Telangana,42,Telangana - Gajwel,BITLA VENKATESHWERLU,Independent,1636
7602,Telangana,42,Telangana - Gajwel,AKULA VIJAYA,Bharatiya Janata Party,1587
7603,Telangana,42,Telangana - Gajwel,YADAGIRI PEDDASAIGARI,Independent,1350
7604,Telangana,42,Telangana - Gajwel,GURRAPU RAMULU,Independent,1229
7605,Telangana,42,Telangana - Gajwel,KANAKAIAH GAJJELA,Bahujan Samaj Party,1023
7606,Telangana,42,Telangana - Gajwel,JEEDIPALLY SRINIVAS,New India Party,892
7607,Telangana,42,Telangana - Gajwel,KADIUM KRUPAKAR,Independent,877
7608,Telangana,42,Telangana - Gajwel,P.SATHISH,Independent,810
7609,Telangana,42,Telangana - Gajwel,SRINIVAS SREERAMULA,Bahujana Left Party,315
7610,Telangana,42,Telangana - Gajwel,EMAMPURAM YADAGIRI GOUD,Independent,226
7611,Telangana,42,Telangana - Gajwel,None of the Above,None of the Above,1624
7612,Telangana,99,Telangana - Ghanpur (Station),DR. THATIKONDA RAJAIAH,Telangana Rashtra Samithi,98612
7613,Telangana,99,Telangana - Ghanpur (Station),INDIRA SINGAPURAM,Indian National Congress,62822
7614,Telangana,99,Telangana - Ghanpur (Station),PRATHAP RAJARAPU,Bahujan Samaj Party,22774
7615,Telangana,99,Telangana - Ghanpur (Station),MADASI VENKATESHAM,Independent,4890
7616,Telangana,99,Telangana - Ghanpur (Station),PERUMANDLA VENKATESHWARLU,Bharatiya Janata Party,2370
7617,Telangana,99,Telangana - Ghanpur (Station),BOTLA SHEKHAR,Communist Party of India (Marxist),1832
7618,Telangana,99,Telangana - Ghanpur (Station),SURABHI SATHAIAH,Independent,1246
7619,Telangana,99,Telangana - Ghanpur (Station),JERIPOTHULA UPENDAR,Independent,857
7620,Telangana,99,Telangana - Ghanpur (Station),None of the Above,None of the Above,3540
7621,Telangana,65,Telangana - Goshamahal,T. RAJA SINGH,Bharatiya Janata Party,61854
7622,Telangana,65,Telangana - Goshamahal,PREM SINGH RATHORE,Telangana Rashtra Samithi,44120
7623,Telangana,65,Telangana - Goshamahal,M.MUKESH GOUD,Indian National Congress,26322
7624,Telangana,65,Telangana - Goshamahal,SURESH HASAJI,National Youth Party,443
7625,Telangana,65,Telangana - Goshamahal,RAVI KUMAR JAIN,Independent,423
7626,Telangana,65,Telangana - Goshamahal,K. SAI KUMAR,Bahujan Samaj Party,420
7627,Telangana,65,Telangana - Goshamahal,SYED SIDDIQ AKBAR ALI,Democratic Party of India,364
7628,Telangana,65,Telangana - Goshamahal,RIZWAN MOHAMMED BAKARMAN,Majlis Bachao Tahreek,268
7629,Telangana,65,Telangana - Goshamahal,GHAN SHYAM DAS JOSHI,Samajwadi Party,260
7630,Telangana,65,Telangana - Goshamahal,G.SAMBASHIVA RAO,Independent,214
7631,Telangana,65,Telangana - Goshamahal,M. KRISHNA,Independent,180
7632,Telangana,65,Telangana - Goshamahal,NARENDAR SINGH THAKUR,Independent,145
7633,Telangana,65,Telangana - Goshamahal,M RAJESH,Bahujana Left Party,120
7634,Telangana,65,Telangana - Goshamahal,MIR MOHD HUSSAIN,Aam Aadmi Party,112
7635,Telangana,65,Telangana - Goshamahal,BHAJRANG SINGH,Anarakshit Samaj Party,109
7636,Telangana,65,Telangana - Goshamahal,KHAJA KHAN,Akhil Bharatiya Muslim League (Secular),103
7637,Telangana,65,Telangana - Goshamahal,RAJU NOUKADAWALE,Republican Party of India (A),102
7638,Telangana,65,Telangana - Goshamahal,B. ABHIMANYU YADAV,Ambedkar National Congress,99
7639,Telangana,65,Telangana - Goshamahal,VEENA SINGH,Independent,91
7640,Telangana,65,Telangana - Goshamahal,M B CHANDAR,Shiv Sena,89
7641,Telangana,65,Telangana - Goshamahal,SYED RIYAZUDDIN,Welfare Party Of India,88
7642,Telangana,65,Telangana - Goshamahal,B YELLESH MADIGA,Bahujan Mukti Party,83
7643,Telangana,65,Telangana - Goshamahal,B.V.RAMESH BABU,Independent,76
7644,Telangana,65,Telangana - Goshamahal,SOMA THRINATH RAO,Independent,64
7645,Telangana,65,Telangana - Goshamahal,MILIND RAJ SINGH,Independent,53
7646,Telangana,65,Telangana - Goshamahal,None of the Above,None of the Above,709
7647,Telangana,32,Telangana - Husnabad,SATISH KUMAR VODITELA,Telangana Rashtra Samithi,117083
7648,Telangana,32,Telangana - Husnabad,CHADHA VENKAT REDDY,Communist Party of India,46553
7649,Telangana,32,Telangana - Husnabad,DEVASANI THIRUPATHIREDDY,Telangana Inti Party,4556
7650,Telangana,32,Telangana - Husnabad,CHADA SRINIVASA REDDY,Bharatiya Janata Party,4309
7651,Telangana,32,Telangana - Husnabad,NAGOJU KOTESHWARA CHARI,Bahujan Samaj Party,2392
7652,Telangana,32,Telangana - Husnabad,AILENI MALLIKAARJUNA REDDY,Shiv Sena,1907
7653,Telangana,32,Telangana - Husnabad,KAPARTHI RAGHU,Pyramid Party of India,1803
7654,Telangana,32,Telangana - Husnabad,CHINTAKINDI SINGARAIAH,Independent,800
7655,Telangana,32,Telangana - Husnabad,ERROLLA RAMESH,Republican Party of India (A),702
7656,Telangana,32,Telangana - Husnabad,PONNALA RAJENDER,Independent,630
7657,Telangana,32,Telangana - Husnabad,BOINI SRINIVAS,All India Samata Party,585
7658,Telangana,32,Telangana - Husnabad,PONNAM SREENIVAS,Independent,573
7659,Telangana,32,Telangana - Husnabad,GANNEBOINA RAJESHAM,Independent,566
7660,Telangana,32,Telangana - Husnabad,KOMMULA RAVINDER,New India Party,433
7661,Telangana,32,Telangana - Husnabad,DUMBALA PARSHARAMULU,Jai Swaraj Party,393
7662,Telangana,32,Telangana - Husnabad,None of the Above,None of the Above,3534
7663,Telangana,31,Telangana - Huzurabad,EATALA RAJENDAR,Telangana Rashtra Samithi,104840
7664,Telangana,31,Telangana - Huzurabad,KAUSHIK REDDY PADI,Indian National Congress,61121
7665,Telangana,31,Telangana - Huzurabad,BARIGE GATTAIAH YADAV,Independent,2660
7666,Telangana,31,Telangana - Huzurabad,RAGHU PUPPALA,Bharatiya Janata Party,1683
7667,Telangana,31,Telangana - Huzurabad,CHINTHA ANIL KUMAR,Pyramid Party of India,1090
7668,Telangana,31,Telangana - Huzurabad,MAREPELLI MOGILAIAH,Bahujan Samaj Party,1024
7669,Telangana,31,Telangana - Huzurabad,LINGAMPALLI SRINIVAS REDDY,Marxist Communist Party of India (United),417
7670,Telangana,31,Telangana - Huzurabad,KATANGURI BUCHI REDDY,All India Forward Bloc,385
7671,Telangana,31,Telangana - Huzurabad,KOURU LINGA REDDY,Bahujana Left Party,338
7672,Telangana,31,Telangana - Huzurabad,PURELLA SRAVAN KUMAR,Akhil Bharatiya Jan Sangh,250
7673,Telangana,31,Telangana - Huzurabad,None of the Above,None of the Above,2867
7674,Telangana,89,Telangana - Huzurnagar,UTTAM KUMAR REDDY NALAMADA,Indian National Congress,92996
7675,Telangana,89,Telangana - Huzurnagar,SANAMPUDI SAIDIREDDY,Telangana Rashtra Samithi,85530
7676,Telangana,89,Telangana - Huzurnagar,RAGHUMAREDDY MEKALA,Independent,4944
7677,Telangana,89,Telangana - Huzurnagar,PAREPALLY SEKHAR RAO,Communist Party of India (Marxist),2121
7678,Telangana,89,Telangana - Huzurnagar,BOBBA BHAGYA REDDY,Bharatiya Janata Party,1555
7679,Telangana,89,Telangana - Huzurnagar,RAMESH SUNKARA,Independent,1454
7680,Telangana,89,Telangana - Huzurnagar,DASARI SRINIVASARAO,Bahujan Samaj Party,1018
7681,Telangana,89,Telangana - Huzurnagar,KALVAKUNTLA RAMAIAH,Independent,736
7682,Telangana,89,Telangana - Huzurnagar,BALU GUGULOTHU,Independent,727
7683,Telangana,89,Telangana - Huzurnagar,MEDARI VEERAIAH,Independent,420
7684,Telangana,89,Telangana - Huzurnagar,DESHAGANI SAMBASHIVA GOUD,Telangana Prajala Party,413
7685,Telangana,89,Telangana - Huzurnagar,B. PADMA,Independent,260
7686,Telangana,89,Telangana - Huzurnagar,MUDEM KOTIREDDY,Independent,210
7687,Telangana,89,Telangana - Huzurnagar,BANDARU NAGARAJU,Independent,170
7688,Telangana,89,Telangana - Huzurnagar,SAMULA SIVA REDDY,All India Forward Bloc,155
7689,Telangana,89,Telangana - Huzurnagar,MALOTHU GOVIND NAIK,Aam Aadmi Party,135
7690,Telangana,89,Telangana - Huzurnagar,None of the Above,None of the Above,1621
7691,Telangana,48,Telangana - Ibrahimpatnam,MANCHIREDDY KISHAN REDDY,Telangana Rashtra Samithi,72581
7692,Telangana,48,Telangana - Ibrahimpatnam,MALREDDY RANGA REDDY,Bahujan Samaj Party,72205
7693,Telangana,48,Telangana - Ibrahimpatnam,SAMA RANGA REDDY,Telugu Desam,18053
7694,Telangana,48,Telangana - Ibrahimpatnam,ASHOK KOTHA,Bharatiya Janata Party,17129
7695,Telangana,48,Telangana - Ibrahimpatnam,PAGADALA YADAIAH,Communist Party of India (Marxist),9106
7696,Telangana,48,Telangana - Ibrahimpatnam,BATANI KISTAIAH,Independent,1220
7697,Telangana,48,Telangana - Ibrahimpatnam,T. RAJESHWARI,Jatiya Mahila Party,1123
7698,Telangana,48,Telangana - Ibrahimpatnam,SAPAVAT DEVARAM NAYAK,Independent,559
7699,Telangana,48,Telangana - Ibrahimpatnam,TIRUMAL REDDY. S,Independent,470
7700,Telangana,48,Telangana - Ibrahimpatnam,SAMREDDY SHIV KESH REDDY,Shiv Sena,467
7701,Telangana,48,Telangana - Ibrahimpatnam,SURAKANTI VIMALA REDDY,Independent,396
7702,Telangana,48,Telangana - Ibrahimpatnam,K. RAVINDER REDDY,Independent,356
7703,Telangana,48,Telangana - Ibrahimpatnam,BP GANESH MUDIRAJ,Samajwadi Party,334
7704,Telangana,48,Telangana - Ibrahimpatnam,RANADHIR REDDY BANDARU,Independent,331
7705,Telangana,48,Telangana - Ibrahimpatnam,NARLA SEETHA RAMAIAH YADAV,Independent,299
7706,Telangana,48,Telangana - Ibrahimpatnam,SEEKA BALRAJ GOUD,Jai Swaraj Party,280
7707,Telangana,48,Telangana - Ibrahimpatnam,KOTLA VASU,Telangana Prajala Party,217
7708,Telangana,48,Telangana - Ibrahimpatnam,GANDHAM SATYANARAYANA VAMSHARAJ,Social Justice Party of India,211
7709,Telangana,48,Telangana - Ibrahimpatnam,BACHIGALLA SAIDULU,Nava Samaj Party,199
7710,Telangana,48,Telangana - Ibrahimpatnam,GURRAM PAPIREDDY,Ambedkar National Congress,164
7711,Telangana,48,Telangana - Ibrahimpatnam,None of the Above,None of the Above,1151
7712,Telangana,75,Telangana - Jadcherla,CHARLAKOLA LAXMA REDDY,Telangana Rashtra Samithi,94598
7713,Telangana,75,Telangana - Jadcherla,DR. MALLU RAVI,Indian National Congress,49516
7714,Telangana,75,Telangana - Jadcherla,DR. CHINNALA MADHUSUDHAN,Bharatiya Janata Party,3601
7715,Telangana,75,Telangana - Jadcherla,NARSINGRAO,Samajwadi Forward Bloc,2886
7716,Telangana,75,Telangana - Jadcherla,MARPADGA RAMESH REDDY,Independent,1893
7717,Telangana,75,Telangana - Jadcherla,KONGALI SHREEKANT,Bahujan Samaj Party,1470
7718,Telangana,75,Telangana - Jadcherla,SHIVA KUMAR,Telangana Inti Party,1183
7719,Telangana,75,Telangana - Jadcherla,ANAND UMMADI,Independent,941
7720,Telangana,75,Telangana - Jadcherla,GANGAPURAM ELLAIAH,Independent,812
7721,Telangana,75,Telangana - Jadcherla,KATIKE. NAGULU,Prajaa Swaraaj Party,604
7722,Telangana,75,Telangana - Jadcherla,AJAY KUMAR GHOSH DASARI,Bahujana Left Party,579
7723,Telangana,75,Telangana - Jadcherla,V. DASRAM NAIK,Bahujan Mukti Party,568
7724,Telangana,75,Telangana - Jadcherla,K. RAGHAVA REDDY,Aam Aadmi Party,318
7725,Telangana,75,Telangana - Jadcherla,NADIMINTI SRINIVASULU,Shiv Sena,200
7726,Telangana,75,Telangana - Jadcherla,KONGALA PANDU,Samajwadi Party,196
7727,Telangana,75,Telangana - Jadcherla,None of the Above,None of the Above,1117
7728,Telangana,21,Telangana - Jagtial,M.SANJAY KUMAR,Telangana Rashtra Samithi,104247
7729,Telangana,21,Telangana - Jagtial,THATIPARTHI JEEVAN REDDY,Indian National Congress,43062
7730,Telangana,21,Telangana - Jagtial,RAVINDER REDDY MUDUGANTI,Bharatiya Janata Party,4817
7731,Telangana,21,Telangana - Jagtial,VADLAMANI SATHYANARAYANA MURTHY,Pyramid Party of India,1640
7732,Telangana,21,Telangana - Jagtial,KAITHI SHANKAR,Bahujan Samaj Party,1276
7733,Telangana,21,Telangana - Jagtial,KURMACHALAM UMA MAHESHWAR,All India Forward Bloc,760
7734,Telangana,21,Telangana - Jagtial,SIRIKONDA RAVI SHANKAR,Independent,593
7735,Telangana,21,Telangana - Jagtial,INDURI SULOCHANA,Bahujana Left Party,486
7736,Telangana,21,Telangana - Jagtial,SABBU JAGAN,Independent,413
7737,Telangana,21,Telangana - Jagtial,AKULA SRIKANTH KUMAR,Independent,364
7738,Telangana,21,Telangana - Jagtial,VEMULA KARNAKAR REDDY,Independent,352
7739,Telangana,21,Telangana - Jagtial,None of the Above,None of the Above,1710
7740,Telangana,98,Telangana - Jangoan,MUTHIREDDY YADAGIRI REDDY,Telangana Rashtra Samithi,91592
7741,Telangana,98,Telangana - Jangoan,LAKSHMAIAH PONNALA,Indian National Congress,62024
7742,Telangana,98,Telangana - Jangoan,LAXMAN BHIMA,Samajwadi Forward Bloc,10031
7743,Telangana,98,Telangana - Jangoan,MERUGU SRINIVAS,Independent,3604
7744,Telangana,98,Telangana - Jangoan,K.V.L.N. REDDY (RAJU),Bharatiya Janata Party,3122
7745,Telangana,98,Telangana - Jangoan,UDUTHA RAVI YADAV,Communist Party of India (Marxist),2691
7746,Telangana,98,Telangana - Jangoan,SRINIVAS REDDY SHAKAMPALLY,Independent,1380
7747,Telangana,98,Telangana - Jangoan,KOTHAPALLI SATISH KUMAR,Bahujan Samaj Party,1018
7748,Telangana,98,Telangana - Jangoan,THUPPATHI SIDDULU,Nava Samaj Party,619
7749,Telangana,98,Telangana - Jangoan,MAHENDER REDDY KONDETI,Independent,593
7750,Telangana,98,Telangana - Jangoan,VENKATA RAJAIAH THATIKONDA,Samajwadi Party,589
7751,Telangana,98,Telangana - Jangoan,UPENDAR JERIPOTHULA,Independent,576
7752,Telangana,98,Telangana - Jangoan,MOHAN RAJU AKKALADEVI,Bahujana Rashtra Samithi,408
7753,Telangana,98,Telangana - Jangoan,MANTHENA NARESH,Independent,395
7754,Telangana,98,Telangana - Jangoan,NIMMA JAYARAM REDDY,Aam Aadmi Party,210
7755,Telangana,98,Telangana - Jangoan,None of the Above,None of the Above,2616
7756,Telangana,61,Telangana - Jubilee Hills,MAGANTI GOPINATH,Telangana Rashtra Samithi,68979
7757,Telangana,61,Telangana - Jubilee Hills,P.VISHNUVARDHAN REDDY,Indian National Congress,52975
7758,Telangana,61,Telangana - Jubilee Hills,NAVEEN YADAV .V,Independent,18817
7759,Telangana,61,Telangana - Jubilee Hills,RAVULA SRIDHAR REDDY,Bharatiya Janata Party,8517
7760,Telangana,61,Telangana - Jubilee Hills,GONTI SREEKANTH,Samaikyandhra Parirakshana Samithi,1626
7761,Telangana,61,Telangana - Jubilee Hills,MOHAMMED MERAJ KHAN,Bahujan Samaj Party,478
7762,Telangana,61,Telangana - Jubilee Hills,ANJI BABU YADAV PEDDALA,Bahujana Left Party,423
7763,Telangana,61,Telangana - Jubilee Hills,SYED MOHAMMED HUSSAIN,Independent,342
7764,Telangana,61,Telangana - Jubilee Hills,B.SUSEEL KUMAR,Prajaa Swaraaj Party,299
7765,Telangana,61,Telangana - Jubilee Hills,SYED MEHRAJ ALI,Independent,263
7766,Telangana,61,Telangana - Jubilee Hills,L. K. SURENDER,Independent,251
7767,Telangana,61,Telangana - Jubilee Hills,DERANGULA RAMACHANDRA RAO,Independent,243
7768,Telangana,61,Telangana - Jubilee Hills,SAMPATH KUMAR DEVULAPALLY,Independent,239
7769,Telangana,61,Telangana - Jubilee Hills,MOHD MAHBOOB ALAM,Independent,194
7770,Telangana,61,Telangana - Jubilee Hills,SYED SALAUDDIN,Aam Aadmi Party,187
